pathway_name,gene_symbol
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,['CALM1']
PID_ARF6_PATHWAY,['CALM1']
BIOCARTA_AGPCR_PATHWAY,['CALM1']
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,['CALM1']
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,['CALM1']
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,"['ANOS1', 'FGF10', 'FGF22', 'FGF4', 'FGFR1', 'FGF20', 'FGF9', 'FGF8', 'FGF6', 'FGF1', 'FGF23', 'KL', 'FGF5', 'FGF2', 'FGF17', 'FGF3']"
BIOCARTA_TFF_PATHWAY,['CALM1']
KEGG_REGULATION_OF_AUTOPHAGY,['CALM1']
BIOCARTA_NPC_PATHWAY,['CALM1']
REACTOME_CYP2E1_REACTIONS,['CALM1']
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,['CALM1']
REACTOME_ACTIVATION_OF_RAC1,['CALM1']
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,['CALM1']
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL,['CALM1']
BIOCARTA_RAB_PATHWAY,['CALM1']
REACTOME_HDMS_DEMETHYLATE_HISTONES,['CALM1']
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,['CALM1']
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,['CALM1']
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,['CALM1']
REACTOME_ANCHORING_FIBRIL_FORMATION,"['TLL1', 'LAMA3', 'LAMC2', 'COL4A4', 'TLL2', 'COL1A1', 'COL7A1', 'COL4A2', 'COL1A2', 'BMP1', 'COL4A3', 'COL4A1', 'COL4A5', 'LAMB3', 'COL4A6']"
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,['CALM1']
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,['CALM1']
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,['CALM1']
REACTOME_GABA_RECEPTOR_ACTIVATION,['CALM1']
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R,"['IGF1', 'SOS1', 'KRAS', 'IGF1R', 'SHC1', 'IGF2', 'HRAS', 'GRB2', 'NRAS']"
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,"['PCBP4', 'E2F1', 'CCNE1', 'CDKN1B', 'ARID3A', 'CDK2', 'CDKN1A', 'E2F8', 'CCNA1', 'TP53', 'CCNA2', 'ZNF385A', 'E2F7', 'CCNE2']"
REACTOME_SYNTHESIS_OF_PG,['CALM1']
PID_IL12_2PATHWAY,['CALM1']
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,['CALM1']
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN,"['HBEGF', 'SOS1', 'KRAS', 'EGFR', 'MMP3', 'PRKCA', 'HRAS', 'GRB2', 'NRAS']"
REACTOME_MICROAUTOPHAGY,['CALM1']
BIOCARTA_CERAMIDE_PATHWAY,['CALM1']
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,['CALM1']
BIOCARTA_PKC_PATHWAY,"['NFKBIA', 'GNAQ', 'PLCB1', 'PRKCB', 'RELA', 'PRKCA', 'NFKB1']"
BIOCARTA_LAIR_PATHWAY,['CALM1']
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,['CALM1']
REACTOME_MUCOPOLYSACCHARIDOSES,['CALM1']
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,['CALM1']
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,['CALM1']
REACTOME_SIGNALING_BY_ERBB4,['CALM1']
PID_S1P_S1P1_PATHWAY,['CALM1']
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA,['CALM1']
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,['CALM1']
REACTOME_SIGNALING_BY_ERBB2,['CALM1']
BIOCARTA_SPPA_PATHWAY,['CALM1']
REACTOME_VESICLE_MEDIATED_TRANSPORT,['CALM1']
REACTOME_RHO_GTPASES_ACTIVATE_CIT,['CALM1']
KEGG_INSULIN_SIGNALING_PATHWAY,['CALM1']
BIOCARTA_IGF1_PATHWAY,['CALM1']
SA_REG_CASCADE_OF_CYCLIN_EXPR,['CALM1']
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS,"['CBFB', 'TJP1', 'RUNX1', 'CLDN5', 'OCLN']"
BIOCARTA_TGFB_PATHWAY,['CALM1']
REACTOME_TRYPTOPHAN_CATABOLISM,['CALM1']
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER,"['JAG1', 'MIB1', 'NEURL1', 'DLL4', 'ADAM10', 'RPS27A', 'NOTCH1', 'UBC', 'ADAM17', 'UBB', 'JAG2', 'MIB2', 'DLL1', 'NEURL1B', 'UBA52']"
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,['CALM1']
REACTOME_ABACAVIR_METABOLISM,"['NT5C2', 'PCK1', 'GUK1', 'ADAL', 'ADH1A']"
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,"['FGF10', 'FGF22', 'FGFR1', 'FGF1', 'FGF2', 'FGF3']"
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS,['CALM1']
PID_ERBB2_ERBB3_PATHWAY,['CALM1']
REACTOME_AMYLOID_FIBER_FORMATION,['CALM1']
BIOCARTA_EPONFKB_PATHWAY,['CALM1']
BIOCARTA_HER2_PATHWAY,['CALM1']
PID_P73PATHWAY,['CALM1']
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,"['CD44', 'HEXB', 'HYAL2', 'HMMR', 'SLC9A1', 'HYAL1', 'LYVE1', 'STAB2', 'GUSB', 'HYAL3', 'CHP1', 'HEXA']"
REACTOME_PECAM1_INTERACTIONS,['CALM1']
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,"['CSF2RB', 'SFTPA1', 'SFTPD', 'SLC34A2', 'ABCA3', 'SFTPC', 'SFTPB', 'SFTPA2', 'CSF2RA', 'SFTA3']"
REACTOME_SIGNALING_BY_NOTCH4,['CALM1']
REACTOME_SIGNALING_BY_NOTCH2,['CALM1']
REACTOME_SIGNALING_BY_NOTCH3,['CALM1']
REACTOME_SIGNALING_BY_NOTCH1,['CALM1']
KEGG_ECM_RECEPTOR_INTERACTION,['CALM1']
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,['CALM1']
PID_HIF2PATHWAY,['CALM1']
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,['CALM1']
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,['CALM1']
BIOCARTA_TCAPOPTOSIS_PATHWAY,"['FASLG', 'CD3G', 'CD3E', 'CD247', 'FAS', 'CD28', 'CCR5', 'CD3D', 'CD4']"
BIOCARTA_S1P_PATHWAY,['CALM1']
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,['CALM1']
KEGG_NON_SMALL_CELL_LUNG_CANCER,['CALM1']
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,['CALM1']
PID_AR_NONGENOMIC_PATHWAY,['CALM1']
REACTOME_CA_DEPENDENT_EVENTS,['CALM1']
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,['CALM1']
BIOCARTA_PRC2_PATHWAY,['CALM1']
BIOCARTA_FCER1_PATHWAY,['CALM1']
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS,"['RBFOX1', 'MEF2C', 'CREB1', 'PPARG', 'MECP2']"
REACTOME_DUAL_INCISION_IN_GG_NER,"['ERCC1', 'RFC1', 'RFC2', 'POLD1', 'POLD3', 'RBX1', 'POLE2', 'ERCC2', 'RPA3', 'POLD2', 'GTF2H1', 'GTF2H3', 'RFC5', 'POLE4', 'RPA2', 'POLK', 'PARP2', 'CHD1L', 'RPA1', 'PCNA', 'RFC3', 'DDB2', 'ERCC5', 'XPA', 'CUL4A', 'PARP1', 'RPS27A', 'GTF2H2', 'POLE3', 'UBC', 'CUL4B', 'ERCC3', 'RFC4', 'DDB1', 'UBB', 'POLD4', 'ERCC4', 'POLE', 'GTF2H4', 'UBA52', 'GTF2H5']"
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,"['CREBBP', 'EP300', 'LRRFIP1', 'IRF3', 'CTNNB1']"
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,['CALM1']
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,['CALM1']
REACTOME_UREA_CYCLE,['CALM1']
KEGG_STEROID_HORMONE_BIOSYNTHESIS,['CALM1']
REACTOME_KINESINS,['CALM1']
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,['CALM1']
REACTOME_PHYSIOLOGICAL_FACTORS,"['WWTR1', 'HIPK2', 'TBX5', 'KAT2B', 'GATA4', 'CORIN', 'NPR2', 'NPPC', 'HIPK1', 'NPR1', 'NPPA', 'NKX2-5']"
REACTOME_SIGNALING_BY_GPCR,['CALM1']
BIOCARTA_HSWI_SNF_PATHWAY,['CALM1']
REACTOME_DEVELOPMENTAL_BIOLOGY,['CALM1']
BIOCARTA_IL2RB_PATHWAY,['CALM1']
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,['CALM1']
REACTOME_SIGNALING_BY_EGFRVIII_IN_CANCER,['CALM1']
REACTOME_SYNTHESIS_OF_KETONE_BODIES,['CALM1']
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,['CALM1']
REACTOME_DISEASE,['CALM1']
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,['CALM1']
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,['CALM1']
REACTOME_P38MAPK_EVENTS,['CALM1']
KEGG_OXIDATIVE_PHOSPHORYLATION,['CALM1']
BIOCARTA_P35ALZHEIMERS_PATHWAY,"['PPP2CA', 'APP', 'GSK3B', 'CDK5R1', 'CAPN1', 'CAPNS1', 'CDK5', 'CAPNS2']"
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,"['FGFR2', 'FGF10', 'FGF22', 'FGF1', 'FGFBP1', 'FGFBP2', 'FGF2', 'FGF7', 'FGFBP3', 'FGF3']"
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,['CALM1']
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,['CALM1']
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,['CALM1']
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,['CALM1']
PID_SMAD2_3NUCLEAR_PATHWAY,['CALM1']
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,['CALM1']
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES,"['CBFB', 'CTSL', 'CTSV', 'CTSK', 'RUNX1', 'SOCS4', 'SOCS3', 'SERPINB13']"
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,['CALM1']
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,['CALM1']
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,['CALM1']
PID_PTP1B_PATHWAY,['CALM1']
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,['CALM1']
BIOCARTA_VDR_PATHWAY,['CALM1']
BIOCARTA_EIF2_PATHWAY,['CALM1']
BIOCARTA_AKT_PATHWAY,['CALM1']
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,['CALM1']
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,['CALM1']
BIOCARTA_ACTINY_PATHWAY,['CALM1']
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,"['ERBB3', 'ERBB2', 'GRB7', 'NRG1', 'NRG2']"
KEGG_OTHER_GLYCAN_DEGRADATION,['CALM1']
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,['CALM1']
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,['CALM1']
REACTOME_XENOBIOTICS,['CALM1']
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,['CALM1']
REACTOME_INTRA_GOLGI_TRAFFIC,['CALM1']
REACTOME_NTRK2_ACTIVATES_RAC1,"['FYN', 'DOCK3', 'RAC1', 'NTRK2', 'BDNF']"
REACTOME_DNA_REPAIR,['CALM1']
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,['CALM1']
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,['CALM1']
REACTOME_TRP_CHANNELS,"['MCOLN3', 'TRPC7', 'TRPM5', 'TRPC5', 'TRPM3', 'MCOLN1', 'TRPM7', 'TRPC4AP', 'TRPA1', 'TRPV4', 'TRPM6', 'TRPV5', 'RIPK3', 'TRPM4', 'TRPC4', 'TRPM1', 'RIPK1', 'TRPC6', 'TRPC3', 'TRPM2', 'TRPM8', 'TRPC1', 'MCOLN2', 'TRPV6', 'TRPV3', 'MLKL', 'TRPV2', 'TRPV1']"
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,['CALM1']
REACTOME_SIGNALING_BY_FGFR2,['CALM1']
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,['CALM1']
REACTOME_TRNA_PROCESSING,['CALM1']
BIOCARTA_CTL_PATHWAY,"['GZMB', 'FASLG', 'PRF1', 'CD3G', 'CD3E', 'CD247', 'ITGAL', 'HLA-A', 'FAS', 'ITGB2', 'CD3D', 'B2M', 'ICAM1']"
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,['CALM1']
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,['CALM1']
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,['CALM1']
REACTOME_GLUCOSE_METABOLISM,['CALM1']
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,['CALM1']
KEGG_PROTEASOME,['CALM1']
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,"['SOS1', 'KRAS', 'NTRK2', 'SHC1', 'HRAS', 'BDNF', 'GRB2', 'NRAS', 'NTF4']"
REACTOME_IMPORT_OF_PALMITOYL_COA_INTO_THE_MITOCHONDRIAL_MATRIX,"['ACACB', 'PRKAG2', 'CPT1A', 'PPARD', 'PRKAB2', 'THRSP', 'CPT2', 'PRKAA2', 'MID1IP1', 'SLC25A20', 'RXRA', 'SLC22A5', 'CPT1B', 'ACACA']"
BIOCARTA_MITR_PATHWAY,"['MYOD1', 'HDAC9', 'CAMK1G', 'YWHAH', 'CAMK1']"
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,['CALM1']
BIOCARTA_SALMONELLA_PATHWAY,['CALM1']
BIOCARTA_MALATEX_PATHWAY,"['ME1', 'PC', 'SLC25A1', 'SLC25A11', 'ACLY', 'MDH1', 'PDHA1', 'CS']"
KEGG_PURINE_METABOLISM,['CALM1']
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,['CALM1']
REACTOME_REGULATION_OF_PTEN_LOCALIZATION,"['NEDD4', 'XIAP', 'PML', 'RPS27A', 'UBC', 'UBB', 'PTEN', 'USP7', 'UBA52']"
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,['CALM1']
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,['CALM1']
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,['CALM1']
PID_ERBB_NETWORK_PATHWAY,['CALM1']
REACTOME_AUTOPHAGY,['CALM1']
BIOCARTA_DICER_PATHWAY,"['AGO1', 'DICER1', 'AGO3', 'AGO4', 'AGO2']"
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,['CALM1']
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,['CALM1']
BIOCARTA_INTRINSIC_PATHWAY,['CALM1']
BIOCARTA_RNA_PATHWAY,"['DNAJC3', 'NFKBIA', 'EIF2AK2', 'EIF2S1', 'CHUK', 'MAP3K14', 'EIF2S2', 'TP53', 'RELA', 'NFKB1']"
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,['CALM1']
REACTOME_RET_SIGNALING,['CALM1']
REACTOME_PURINE_SALVAGE,['CALM1']
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,['CALM1']
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,['CALM1']
BIOCARTA_SRCRPTP_PATHWAY,['CALM1']
REACTOME_DAP12_INTERACTIONS,['CALM1']
BIOCARTA_MYOSIN_PATHWAY,['CALM1']
BIOCARTA_IL5_PATHWAY,['CALM1']
REACTOME_METABOLISM_OF_POLYAMINES,['CALM1']
PID_FRA_PATHWAY,['CALM1']
BIOCARTA_INFLAM_PATHWAY,"['CXCL8', 'IL3', 'IL13', 'IFNG', 'CSF2', 'IL1A', 'CSF3', 'IL5', 'IFNA1', 'IL4', 'IL2', 'IFNB1', 'TGFB2', 'IL15', 'CSF1', 'IL10', 'TNF', 'IL11', 'HLA-DRA', 'HLA-DRB5', 'PDGFA', 'IL7', 'TGFB3', 'CD4', 'TGFB1', 'IL6', 'HLA-DRB1', 'HLA-DRB4', 'HLA-DRB3']"
REACTOME_PENTOSE_PHOSPHATE_PATHWAY,"['DERA', 'PRPS2', 'AC010618.1', 'PGD', 'PRPS1', 'RPIA', 'G6PD', 'TKT', 'PGM2', 'RBKS', 'TALDO1', 'SHPK', 'RPE', 'PRPS1L1', 'RPEL1']"
PID_IL8_CXCR1_PATHWAY,['CALM1']
REACTOME_GALACTOSE_CATABOLISM,['CALM1']
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,['CALM1']
REACTOME_AXON_GUIDANCE,['CALM1']
KEGG_LONG_TERM_DEPRESSION,['CALM1']
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1,"['CDC42', 'RAC1', 'SLIT2', 'ARHGAP39', 'ROBO1', 'SRGAP3', 'SRGAP1', 'SRGAP2']"
REACTOME_GENE_SILENCING_BY_RNA,['CALM1']
BIOCARTA_GRANULOCYTES_PATHWAY,['CALM1']
BIOCARTA_TALL1_PATHWAY,['CALM1']
PID_RAC1_REG_PATHWAY,['CALM1']
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3:SMAD4_HETEROTRIMER,['CALM1']
REACTOME_COMPLEX_I_BIOGENESIS,['CALM1']
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,['CALM1']
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION,['CALM1']
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,['CALM1']
REACTOME_SIGNALING_BY_VEGF,['CALM1']
REACTOME_SIGNALING_BY_WNT,['CALM1']
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,['CALM1']
REACTOME_NAPLUS_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,['CALM1']
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,['CALM1']
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ,['CALM1']
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,['CALM1']
BIOCARTA_CCR3_PATHWAY,['CALM1']
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,['CALM1']
REACTOME_MAPK6_MAPK4_SIGNALING,['CALM1']
BIOCARTA_MRP_PATHWAY,"['ABCC1', 'ABCC3', 'ABCB1', 'GSTP1', 'ABCB4', 'ABCB11']"
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,['CALM1']
REACTOME_DEATH_RECEPTOR_SIGNALLING,['CALM1']
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,['CALM1']
REACTOME_CONVERSION_FROM_APC_C:CDC20_TO_APC_C:CDH1_IN_LATE_ANAPHASE,['CALM1']
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,"['ST3GAL6', 'SEL1L', 'NOTCH3', 'ATP2A3', 'B4GALT1', 'TMED2', 'MFNG', 'LFNG', 'ST3GAL4', 'ST3GAL3', 'NOTCH2', 'FURIN', 'NOTCH1', 'RFNG', 'ATP2A2', 'RAB6A', 'ATP2A1', 'NOTCH4']"
REACTOME_DSCAM_INTERACTIONS,"['NTN1', 'MAPK8', 'MAPK14', 'RAC1', 'PAK1', 'MAPK13', 'DSCAM', 'DSCAML1', 'MAPK11', 'DCC', 'MAPK12']"
BIOCARTA_G2_PATHWAY,['CALM1']
REACTOME_UBIQUINOL_BIOSYNTHESIS,['CALM1']
REACTOME_CHYLOMICRON_REMODELING,['CALM1']
REACTOME_THYROXINE_BIOSYNTHESIS,['CALM1']
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA,['CALM1']
PID_TOLL_ENDOGENOUS_PATHWAY,"['RHOA', 'HMGB1', 'LY96', 'TIRAP', 'BGN', 'IKBKB', 'IRAK1', 'IKBKG', 'HSPD1', 'CHUK', 'SFTPA1', 'IRAK2', 'VCAN', 'TLR2', 'TLR1', 'TLR3', 'TLR6', 'CD14', 'TICAM1', 'TLR4', 'S100A9', 'S100A8', 'MYD88', 'IRAK4']"
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,['CALM1']
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,"['ALDH18A1', 'OAT', 'PYCR3', 'GLS', 'GOT2', 'GLS2', 'GLUL', 'PYCR2', 'GLUD1', 'RIMKLB', 'KYAT1', 'RIMKLA', 'GLUD2', 'PYCR1']"
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,['CALM1']
PID_PRL_SIGNALING_EVENTS_PATHWAY,['CALM1']
BIOCARTA_FBW7_PATHWAY,['CALM1']
REACTOME_HISTIDINE_CATABOLISM,['CALM1']
REACTOME_SIGNALING_BY_LEPTIN,['CALM1']
KEGG_WNT_SIGNALING_PATHWAY,['CALM1']
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,['CALM1']
BIOCARTA_FOSB_PATHWAY,"['JUND', 'GRIA2', 'PPP1R1B', 'FOSB', 'CDK5']"
REACTOME_TIE2_SIGNALING,['CALM1']
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,['CALM1']
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,['CALM1']
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,"['CREBBP', 'EP300', 'HIF1A', 'CA9', 'VEGFA', 'EPAS1', 'HIF3A', 'EPO', 'ARNT', 'CITED2', 'HIGD1A']"
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,['CALM1']
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,['CALM1']
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS,"['SNRPD3', 'NCBP2', 'SNRPB', 'NCBP1', 'SNRPF', 'ZNF473', 'SNRPG', 'LSM11', 'SLBP', 'LSM10', 'SNRPE']"
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,"['HSPA5', 'SEC23A', 'SEC24A', 'CANX', 'SEC31A', 'SEC24B', 'SEC24D', 'SAR1B', 'SEC13', 'ERAP1', 'ERAP2', 'B2M', 'PDIA3', 'TAP1', 'SEC24C', 'CALR', 'BCAP31', 'TAP2', 'HLA-C', 'HLA-E', 'HLA-G', 'HLA-F', 'HLA-B', 'HLA-A', 'TAPBP']"
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,['CALM1']
REACTOME_DNA_REPLICATION_INITIATION,['CALM1']
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX,['CALM1']
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,['CALM1']
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS,"['CHRNA3', 'CHRNA4', 'CHRNB4', 'CHRNA2', 'CHRNA1', 'CHRNB3', 'CHRNA6', 'CHRNB2', 'CHRNA5']"
BIOCARTA_MAPK_PATHWAY,['CALM1']
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,['CALM1']
REACTOME_ELASTIC_FIBRE_FORMATION,['CALM1']
REACTOME_PI3K_AKT_ACTIVATION,['CALM1']
BIOCARTA_ETC_PATHWAY,['CALM1']
KEGG_DORSO_VENTRAL_AXIS_FORMATION,['CALM1']
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,['CALM1']
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,['CALM1']
REACTOME_FASL_CD95L_SIGNALING,['CALM1']
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,['CALM1']
KEGG_ABC_TRANSPORTERS,['CALM1']
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING,['CALM1']
PID_NFAT_3PATHWAY,['CALM1']
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,"['TLL1', 'COL4A4', 'TLL2', 'PCOLCE', 'COL1A1', 'LOX', 'LOXL3', 'LOXL1', 'PXDN', 'LOXL2', 'COL4A2', 'LOXL4', 'COL1A2', 'BMP1', 'COL4A3', 'COL4A1', 'COL4A5', 'COL4A6']"
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND,['CALM1']
BIOCARTA_PLCE_PATHWAY,['CALM1']
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,"['OPN1LW', 'OPN1SW', 'RLBP1', 'AWAT2', 'DHRS3', 'RBP3', 'OPN1MW']"
PID_RET_PATHWAY,['CALM1']
