"","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"248","chr16",68000763,68000829,67,"*",2,4.85756719794219e-06,0.00247079178506391,0.020705571809807,0.00452898671014285,-0.0204659513686158,-0.0155957592138481,"SNORD111, SLC12A4, SNORD33"
"249","chr6",37503916,37504610,695,"*",5,1.1825432617231e-07,0.00117535380636997,0.0562136486012211,0.00460470573714457,-0.0271216081458244,-0.0187643813498201,"SNORA38, SNORA20"
"250","chrX",100872594,100872944,351,"*",3,4.19112510708424e-07,0.00208510483491383,0.0281809696643795,0.00465651124999629,0.0404518618264131,0.0192098979937202,"ARMCX6"
"251","chr17",72306008,72306215,208,"*",4,1.17093837487912e-06,0.00210943981771899,0.0417768652205619,0.00470899580698997,-0.0204837286186547,-0.0130975218262172,"SNORA69, DNAI2"
"252","chr19",840737,841082,346,"*",6,5.65777126246589e-08,0.00184673879666909,0.043426215847935,0.00476781034782583,-0.0283579776218967,-0.0160766093877053,"PRTN3"
"253","chr6",130088518,130088757,240,"*",3,5.6739797072294e-06,0.00184503900114486,0.0359892505310652,0.00485386967050256,0.00650270620932467,0.00554352851243755,"SNORA8, SNORD28, SNORA20"
"254","chr12",64798414,64798935,522,"*",3,1.07425022498706e-05,0.00167066920208678,0.0439158654614022,0.00486084404048476,-0.0213515052358444,-0.0074359451449703,"XPOT, snoMe28S-Am2634"
"255","chr6",35265308,35265759,452,"*",11,1.15305799838174e-09,0.0015540361603635,0.0861817664683714,0.00489528527817721,-0.00556014137742547,0.00226091737703238,"SNORA38, DEF6, SNORA20"
"256","chr16",14397074,14397892,819,"*",8,9.28884761598171e-10,0.00982776938525501,0.0548547574998157,0.00490281054860592,-0.0228470973059644,-0.014228100703354,"RP11-65J21.3, MIR193B"
"257","chr16",69776039,69776100,62,"*",2,1.04843324486563e-05,0.00271287298645568,0.0212823041067008,0.00491777977760751,-0.0248395177629325,-0.0209612892961651,"CTD-2033A16.3, SNORD111, NOB1, SNORD33"
"258","chr10",63809073,63809170,98,"*",6,2.86129541009611e-07,0.000932515512438406,0.077072747326964,0.00493363463217044,0.0182596423430416,0.0155314978306082,"ARID5B, SNORA71"
"259","chr19",19221316,19221574,259,"*",4,1.70128697598944e-06,0.00134189020463372,0.0548324639406842,0.00493818126148645,-0.0217312803618894,-0.0177588248202648,"SLC25A42"
"260","chr17",79047681,79047872,192,"*",4,4.65550808731688e-07,0.00148539490698638,0.0426918743383058,0.004941172334207,-0.0331422083980354,-0.0199545288029444,"SNORA69, BAIAP2"
"261","chr1",41981735,41982392,658,"*",7,5.86008813091042e-08,0.00150721986084799,0.0540356268319202,0.00495687970281176,-0.0237960411567167,-0.0152214240155417,"snoU13, Y_RNA, SCARNA16, U1, SCARNA17, SCARNA18, SCARNA24, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, HIVEP3, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60, SNORD116"
"262","chr5",139138880,139139201,322,"*",3,5.42235349307656e-06,0.00184778867587372,0.0391539062023824,0.00495801255931065,-0.038206462742461,-0.0309365800181745,"SNORA27, SNORA68, SNORA57, 7SK, SNORD45, SNORD95"
"263","chr17",62084205,62084359,155,"*",5,1.62270809035154e-07,0.00111586294612295,0.0615687298953728,0.00499521226947787,-0.0178348636739953,-0.0158865736350268,"SNORA69, ICAM2"
"264","chr7",44795231,44796036,806,"*",5,2.68078488856264e-08,0.00426498463766812,0.0229856250263224,0.00500658828318105,-0.0222141470173032,-0.0127689264853135,"ZMIZ2, SNORA22, SNORA15"
"265","chr22",30662799,30663316,518,"*",9,2.80193973593076e-09,0.0096502306392437,0.0701888338296642,0.00502224665003144,0.00816535834125653,0.00450293489258229,"OSM"
"266","chr2",240196769,240197131,363,"*",4,7.30328375847272e-07,0.00140486594542783,0.0516700126521427,0.00507211191928709,-0.0226259284369248,-0.0179131568759764,"HDAC4"
"267","chr1",1093940,1094080,141,"*",2,3.54354678245629e-06,0.00275008948998991,0.0234852268564739,0.00509944148192385,-0.0177076056508063,-0.0173496753055272,"Y_RNA"
"268","chr10",6104137,6104630,494,"*",4,4.36873632100399e-07,0.00178116724228855,0.0348843157720206,0.00510993444809179,0.0195642216477155,0.0132904660948706,"IL2RA"
"269","chr6",30646707,30648020,1314,"*",15,4.48347853719441e-13,0.00908929689625581,0.0597156808062426,0.00511486855427624,0.0254425750115271,0.0090593969236296,"PPP1R18, SNORA20"
"270","chr4",737453,738661,1209,"*",6,2.3428028556869e-10,0.0197474534045748,0.031742458643488,0.00512446650121986,-0.0253002208541338,-0.0102234215983316,"PCGF3"
"271","chr2",209224225,209224999,775,"*",3,4.19694974121237e-07,0.00229060429950055,0.033233499170067,0.00515003182222973,-0.0281939969597991,-0.0162917525392932,"PTH2R, SCARNA6, SNORD39, SNORA75, SNORA48"
"272","chr17",72442179,72443401,1223,"*",7,3.55087899514291e-07,0.00140123806380754,0.0749250813732738,0.00516889155976499,-0.0206434009995953,-0.0130341936827265,"SNORA69, GPRC5C"
"273","chr20",50108912,50109375,464,"*",3,4.30228304591929e-06,0.00182533245593096,0.0450205393778101,0.00525537626703188,-0.0183777796208657,-0.0164924018238371,"NFATC2"
"274","chr11",45825356,45825896,541,"*",10,4.23597363938517e-11,0.00930985453572774,0.0518683297201463,0.00526812153846482,-0.0258464423633116,-0.0122826774881093,"SLC35C1, SNORD43"
"275","chr5",176935305,176935364,60,"*",2,1.10822722440339e-05,0.00299882118300708,0.0205994738304137,0.00528030559965189,-0.0284046003525304,-0.0255451360185151,"DOK3, SNORD95"
"276","chr19",18873222,18873268,47,"*",2,3.40848773400587e-05,0.00314998690982545,0.0182454304562602,0.00530087863642521,-0.0291508897383754,-0.0262925808985698,"CRTC1"
"277","chr4",8193123,8193353,231,"*",3,7.89796842981449e-06,0.00190976731042676,0.0421499569931816,0.0053124763785298,-0.0250269456160124,-0.0214719808322042,"SH3TC1, SNORA3"
"278","chr18",21572622,21572748,127,"*",4,2.81706391734438e-06,0.00146073146178466,0.0573563288164884,0.00533173858416952,0.0180144502178007,0.0144014093850709,"TTC39C, SNORD23"
"279","chr11",85338252,85339258,1007,"*",7,2.74556823429631e-08,0.00213155137173321,0.0781150595713378,0.00535343727025495,-0.0197874979443129,-0.00200610793450224,"DLG2"
"280","chr12",27396706,27397486,781,"*",11,3.41923242436586e-12,0.0142819394665336,0.0472132411858271,0.0053612069832217,-0.0422640207294461,-0.00681820996792311,"STK38L, snoMe28S-Am2634"
"281","chr13",114817820,114817960,141,"*",2,8.85912352160771e-06,0.00302102751767626,0.0222798054748796,0.00542554942470255,-0.0191511265630437,-0.019120155509494,"SNORD36, RASA3"
"282","chr7",150216489,150217081,593,"*",4,3.60282723586081e-06,0.00145331603696156,0.0577207239957771,0.00550207826930011,0.0171924170287775,0.0154915021004945,"GIMAP7"
"283","chr2",27614142,27614310,169,"*",2,1.63339237269274e-05,0.00326061017573276,0.0189996015206641,0.00551023475987464,0.0158133058560553,0.0157539265805244,"SNORA73, SNORA64, SNORA74, snR65, SCARNA6, SNORD39, SNORD18, PPM1G, SNORA75, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"284","chr17",36585340,36585452,113,"*",2,7.19595272878964e-06,0.00302199806676949,0.0238119950787932,0.00552260118307043,-0.0166945877158609,-0.0160007735060598,"SNORA69, ARHGAP23"
"285","chr7",99816473,99817027,555,"*",4,6.01964937939751e-08,0.00621921977478587,0.019751000626241,0.00553229149494242,0.0230364687838471,0.0139490639483756,"STAG3, PVRIG, GATS"
"286","chr14",105936300,105936409,110,"*",2,1.69444586558965e-06,0.00809258353085973,0.00468497380584881,0.0055461991740202,-0.0303549390184936,-0.0170438612667941,"MTA1, RP11-521B24.5"
"287","chr17",7311030,7311620,591,"*",4,2.79900112242572e-08,0.00324635585396759,0.030468314483365,0.00557397501346838,-0.0220452986983916,-0.0153510650322162,"NLGN2"
"288","chr15",78384520,78385098,579,"*",6,1.10983171166422e-08,0.00400170728686238,0.0237711160089006,0.00557497696563394,-0.0222681638076627,-0.0123555320367982,"SH2D7"
"289","chr13",99867950,99868015,66,"*",3,5.78781572967563e-06,0.00240456035372805,0.0295803066216104,0.00557903940043674,0.021404210726242,0.0193243401189748,"SNORD36, UBAC2, H2AFZP3"
"290","chr4",81118588,81119473,886,"*",6,9.19840860703779e-08,0.00095660251062603,0.0813018060389824,0.00558429575535284,-0.0335329195711743,-0.0222303494376743,"SNORD74, SNORA3, SNORD50, PRDM8, snoR442, SNORA11, SNORD42, snoU2_19, SNORD65"
"291","chr1",153362927,153363580,654,"*",5,3.92039798025785e-07,0.00150108783363907,0.0518613604649645,0.00559808223156136,-0.0265440992141514,-0.0207052540888747,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA42, SNORA40, S100A8, SCARNA4, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"292","chr11",117695486,117695828,343,"*",3,1.11685527541059e-05,0.00194821876083232,0.047126226208174,0.0056207719975942,-0.0228882071306581,-0.0173864081553454,"FXYD2, FXYD6-FXYD2"
"293","chr15",68497992,68499180,1189,"*",5,4.49244502983625e-08,0.00207586263768934,0.0447238345194139,0.00563789568795332,-0.0224098583166955,-0.0150875742310148,"CALML4, RP11-315D16.2"
"294","chr2",136783103,136783356,254,"*",2,2.78575793248763e-05,0.00304802324224651,0.0253919432396093,0.00565289770824687,-0.0208160209127685,-0.020043063543974,"SNORA74, snR65, 5S_rRNA, SNORA4, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, ACA59, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"295","chr12",93966978,93967711,734,"*",5,1.48517725418852e-07,0.00174438555744264,0.0401590434116354,0.00571885999483016,-0.0375482254491287,-0.0187208558004364,"SOCS2, SNORA9, snoMe28S-Am2634"
"296","chr18",13641529,13642414,886,"*",5,8.99573753886667e-07,0.00120730555517919,0.0714447869524893,0.00576969592734896,-0.0283426307014135,-0.0216011756385891,"LDLRAD4"
"297","chr17",47491840,47492792,953,"*",11,4.70569150381906e-09,0.000674013195745047,0.10834152942806,0.00578763945229948,0.00765525773887556,0.0048522348327822,"SNORA69, RP11-81K2.1, PHB"
"298","chr13",49796387,49796489,103,"*",3,3.38202807224387e-06,0.00369883993080484,0.0268285749538473,0.00579406356627177,-0.0150279288890828,-0.0101783237908656,"SNORD36, MLNR, SNORD37"
"299","chr6",167047842,167047877,36,"*",2,3.06315055397615e-05,0.00314025511009169,0.0255932455412929,0.00580261160104375,-0.0274440422226968,-0.0259556773579708,"RPS6KA2"
"300","chr16",69796075,69796790,716,"*",5,7.53062164538166e-08,0.0164528118564154,0.0170147303317115,0.00583858014853563,0.00828914997279091,0.00598581854000199,"WWP2, SNORD111, SNORD33"
"301","chr17",17741098,17741631,534,"*",3,1.03274922556208e-06,0.00296340330378812,0.0316995474620719,0.00587832653635472,-0.0253845726339321,-0.0188349726823692,"SNORA69"
"302","chr12",122251088,122251152,65,"*",2,2.06813533276419e-06,0.0038736919891001,0.0155891005870799,0.00590122698817308,-0.0321912637551199,-0.0219912539320663,"SETD1B, SNORA9"
"303","chr19",4474970,4475274,305,"*",7,4.95806204986459e-09,0.00970946690742488,0.0222621284844874,0.00594713029174584,-0.0225812002805119,-0.00724621633233728,"HDGFRP2"
"304","chr1",19400922,19401069,148,"*",2,1.70288249803953e-05,0.0037736294333624,0.0171298436425119,0.0059690354978506,0.0271166080419859,0.0200644504220664,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SNORD112, SNORA62, SNORA63, SNORA2, SNORD81, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, RP5-1126H10.2, UBR4, SNORA31, SNORA42, SNORA40, ACA64, snoU109, SNORD60"
"305","chr17",7340867,7341936,1070,"*",7,4.47671523696864e-08,0.000800139870529274,0.0934938738588683,0.00598096298798393,-0.0258926182776542,-0.0162025833524984,"RP11-104H15.7, TMEM102, FGF11"
"306","chr17",79869413,79870317,905,"*",8,6.94678147869749e-09,0.0021955720598527,0.0352628488516523,0.00603831373093043,-0.0272350298232891,-0.0122888873395251,"SNORA69, SIRT7"
"307","chr2",70188512,70189111,600,"*",6,1.04585843272845e-08,0.00750020816741049,0.0403383579467583,0.0060798273363771,-0.0349585359105532,-0.014005994844422,"SNORA73, SNORA64, SNORD75, SNORA12, SNORA74, SNORA19, snR65, 5S_rRNA, SNORA4, SNORD11, SNORA41, SCARNA6, SNORD39, SNORD18, SNORA36, SNORA75, ACA59, ASPRV1, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"308","chr17",80740537,80741558,1022,"*",6,1.49285990462895e-07,0.00183198358513,0.0549596255089035,0.00611140344822432,-0.024571648027276,-0.0118527933918341,"SNORA69, TBCD"
"309","chr16",29757318,29757461,144,"*",7,5.32215433898746e-08,0.0482868544063643,0.0588566829743412,0.00634155398282958,0.00636174633553283,0.00429666323370783,"AC009133.17, C16orf54"
"310","chr12",25541364,25541565,202,"*",2,2.33790053756594e-05,0.00342642647611775,0.0278646138064926,0.00636248650978931,0.020650394719025,0.0206381869924504,"snoMe28S-Am2634"
"311","chr3",10334717,10335375,659,"*",5,2.09041467881492e-06,0.00126716055608575,0.0772046348087265,0.00637553488303238,-0.0195132790375896,-0.0175876411118906,"GHRLOS, SEC13, SNORD38"
"312","chr17",43472435,43472920,486,"*",3,4.90950649295545e-07,0.00390616302058573,0.0205266622974565,0.00638417049598089,-0.0190134113603411,-0.015276160301038,"SNORA69, ARHGAP27"
"313","chr8",141554311,141554380,70,"*",2,1.35225974462175e-05,0.00406632145129691,0.0180564882929257,0.0064227196175914,-0.0215029178092921,-0.0167772778647994,"AGO2"
"314","chr17",7461260,7462249,990,"*",7,1.70467489526824e-07,0.00103816373386982,0.0846276222097959,0.00642895296506781,-0.0188601793212478,-0.0156317001783849,"TNFSF12, TNFSF12-TNFSF13, TNFSF13"
"315","chr19",54604098,54604187,90,"*",3,8.82566161381184e-06,0.00228037197667451,0.0491846866006883,0.00643814955034482,-0.0227715378239278,-0.0199657040177992,"OSCAR"
"316","chr17",78682785,78683272,488,"*",4,4.16035533320487e-07,0.0427961409023422,0.0374793670697992,0.00644981506737157,-0.0275897702971311,-0.0191401073225331,"SNORA69, RPTOR"
"317","chr1",47656137,47656140,4,"*",2,3.70681864201559e-05,0.00352198968148882,0.0280659712465973,0.00651767742134042,-0.0159898734661091,-0.0154875120936789,"snoU13, Y_RNA, SCARNA16, U1, SCARNA18, SCARNA24, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, PDZK1IP1, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60, SNORD116"
"318","chr17",8702369,8703341,973,"*",10,2.58278723333983e-08,0.00046423908262474,0.124512278824083,0.0065294027318033,-0.0341912258322687,-0.0223252321947725,"SNORA69, MFSD6L"
"319","chr17",73642080,73642991,912,"*",9,9.46655148258645e-09,0.00114446838871761,0.104377251603624,0.00658990228849771,-0.0192220107436057,-0.0129853978940736,"SNORA69, SMIM6, RECQL5"
"320","chr2",174889675,174890794,1120,"*",7,2.68891190066541e-07,0.00337993215424612,0.0636508629032142,0.0065975292206774,-0.0196263158440491,-0.0101560067450006,"RP11-394I13.1, SNORA4, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, ACA59, SNORA48, SNORA43, SNORA1, Vault"
"321","chr1",62660188,62660281,94,"*",3,1.14285335198238e-05,0.00278822583968975,0.0403591328149907,0.00663211763551107,-0.021466241814871,-0.0188279184176462,"snoU13, Y_RNA, SCARNA16, U1, SCARNA18, SCARNA24, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"322","chr1",221051066,221051188,123,"*",3,7.49944947927109e-07,0.00251419308613806,0.0431210664792698,0.00663357215579844,-0.0176946633202063,-0.015532060562493,"snoU13, Y_RNA, SNORD112, SNORA51, SNORA25, SNORA72, U8, HLA-AS1"
"323","chr11",128419199,128419512,314,"*",3,5.07536964760896e-07,0.00432389080751201,0.0225068210115719,0.00664282842782522,-0.0197917994177485,-0.0153315659525593,"ETS1"
"324","chr1",1713676,1714271,596,"*",6,7.1750845188151e-08,0.00511864171242976,0.0548201191785987,0.00664734392757908,-0.0206502841866229,-0.0125559344585268,"snoU13, Y_RNA"
"325","chr15",86315115,86315211,97,"*",3,5.81994571923016e-06,0.0024067446121704,0.0479487702459039,0.00665707668062273,-0.0199457801571032,-0.0174344018247534,"KLHL25"
"326","chr8",145651369,145651799,431,"*",3,1.15360644671139e-06,0.00852033303551326,0.021792215842574,0.0066728333178665,-0.0312584658753182,-0.0180228394752948,"VPS28"
"327","chr17",7588378,7588787,410,"*",2,6.29928219831362e-08,0.00472180685304435,0.0149300208153066,0.00671756850634598,0.0218724877289934,0.0193724965552737,"TP53, RP11-199F11.2"
"328","chr14",71067346,71067802,457,"*",8,2.11304884739396e-08,0.00347359785443283,0.036413902181592,0.0067220061897603,0.00731472826705057,0.00284764213244784,"SNORA46, SNORA79, MED6, CTD-2540L5.5"
"329","chr10",8373416,8373522,107,"*",3,3.12481071019076e-06,0.00267360681118882,0.0418273540402062,0.00672280193549177,0.0171217090487289,0.0167027702823715,NA
"330","chr8",144896176,144896694,519,"*",4,1.24002159683308e-07,0.00891395016413708,0.0381515473063316,0.00681925906031415,-0.02762809723447,-0.0171305229315854,"SCRIB"
"331","chr8",48647583,48648112,530,"*",2,1.3502225872604e-06,0.00375795223975407,0.0279720821469388,0.00686175478365015,-0.0265094436713084,-0.0214391519424505,"SPIDR, SNORA7, SNORA32"
"332","chr1",156828442,156829008,567,"*",3,3.76147186158064e-06,0.00245149233777462,0.0502734300584232,0.00686664479539126,-0.0232947707378548,-0.0160521520405852,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, NTRK1, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA40, INSRR, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"333","chr5",43000303,43001210,908,"*",6,8.23601268086802e-07,0.00214396126324365,0.0694623166374298,0.00699916006154049,-0.0251735983050575,-0.018055626547774,"SNORA27, SNORA68, RPS23P5, SNORA57, SNORA76, 7SK, SNORD45"
"334","chr18",51882163,51882189,27,"*",2,2.09475870610919e-05,0.00379914537553248,0.0295412024569648,0.00702019597860033,-0.0306183671207846,-0.0266886691362005,"STARD6"
"335","chr16",3115552,3115809,258,"*",3,1.50474321767216e-06,0.00252443003242998,0.050445074950342,0.00703210091937752,0.019284063426789,0.0179016898379062,"IL32"
"336","chr9",133768931,133769184,254,"*",3,3.09662119315496e-06,0.00298335267417944,0.0364005751307861,0.00705706627992436,-0.0357240149509505,-0.0268525739722186,"QRFP"
"337","chr8",144906376,144906507,132,"*",3,6.23746349328527e-06,0.00469878721087145,0.0254654220340807,0.00709010676517624,-0.0234598745070344,-0.0131887784166421,"PUF60"
"338","chr7",135242446,135243469,1024,"*",13,5.03985190999687e-11,0.00171978705139915,0.0822821730062518,0.00712247228370155,0.0144862817843473,0.0050464506989629,"NUP205"
"339","chr17",76965309,76965407,99,"*",3,6.6813407563713e-06,0.00372819266724393,0.0233516206404681,0.00713207901088061,-0.0234045305463577,-0.0147226603682769,"SNORA69"
"340","chr2",201753695,201754638,944,"*",10,3.21760796210578e-09,0.00329445629869958,0.0794010997266064,0.00714460841466811,0.0112988789201417,0.00537858716939186,"NIF3L1, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, SNORA48, PPIL3, SNORA1, Vault"
"341","chr3",128713631,128714144,514,"*",3,1.8880148737304e-06,0.0034389667450704,0.0368612589927308,0.00716528316607813,0.0231739972765529,0.000236647178432599,"SNORA33, SNORA81, SNORD66, SNORD2, SNORD5, SNORD63, SNORD61, KIAA1257, Metazoa_SRP, SNORA18, U4"
"342","chr1",155043744,155044345,602,"*",7,7.43770238642424e-09,0.00714804621809857,0.0578926584029839,0.00719535488388832,-0.0191602445259746,-0.0134270784723111,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, EFNA3, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA42, SNORA40, SCARNA4, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"343","chr11",19264191,19264434,244,"*",2,1.22086509917263e-05,0.00395430811142031,0.0292016804872391,0.00722893822492701,-0.0219837529148249,-0.0217212156364995,"LSP1, RP11-428C19.4"
"344","chr1",32716212,32717002,791,"*",4,1.34723535596042e-07,0.00461690093832183,0.0318011349986174,0.00723186803865744,0.0213955604079741,0.0153393307771147,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SCARNA17, SCARNA18, SCARNA24, LCK, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60"
"345","chr16",57701317,57701999,683,"*",4,7.72302418550595e-07,0.00237487548755496,0.0586399114942352,0.00727243645949437,-0.0235631253472039,-0.0177504989103422,"SNORD111, SNORD33"
"346","chr17",7465439,7465753,315,"*",2,1.85958842217349e-06,0.00430372626066176,0.0235224379987342,0.00727864482330346,0.0040892467485186,0.00365077222348512,"SENP3"
"347","chr11",28129122,28130018,897,"*",15,1.1677645710586e-10,0.000550589434246374,0.129723128527835,0.00729207274086775,0.0125599464060992,0.00413864427863,"METTL15, KIF18A"
"348","chr17",79297435,79297618,184,"*",3,7.24207483913942e-06,0.00322176563879452,0.0333477724235981,0.0073089761212611,-0.0315202502391998,-0.0234910141204083,"SNORA69, TMEM105"
"349","chr17",650113,650566,454,"*",3,7.9269752376196e-07,0.00336057312083116,0.0305317263038156,0.00731178861999851,-0.0234034701428386,-0.0142101941576351,"GEMIN4"
"350","chr5",139040546,139041014,469,"*",5,1.61869209635715e-06,0.00169136906127887,0.0747896477971141,0.0073678502667995,-0.0218409110639259,-0.0158415584691068,"CXXC5, SNORA27, SNORA68, SNORA57, 7SK, SNORD45, SNORD95"
"351","chr20",30195969,30196714,746,"*",6,5.10122383529762e-08,0.01067117520077,0.0556609766470673,0.007399021391145,-0.0237802060380369,-0.0120012900826765,NA
"352","chr17",79005386,79006667,1282,"*",8,7.02088102893574e-12,0.0381594938084578,0.0360028535481295,0.00744954640843337,-0.0375030422335582,-0.015675270800809,"SNORA69, BAIAP2-AS1"
"353","chr16",89766324,89766723,400,"*",4,2.27641889642124e-07,0.00606835309717252,0.0186550063055309,0.00746125070544436,-0.0218086634613119,-0.00709713954571209,"SPATA2L"
"354","chr9",110399293,110399894,602,"*",3,3.33946478586255e-06,0.0042846234914285,0.0275857602572881,0.00747312550184638,-0.0270182596213365,-0.0156791016483755,NA
"355","chr8",142183179,142183860,682,"*",5,1.29274347651707e-07,0.00567513712851891,0.046994631050054,0.00747611975021587,-0.0270737823239201,-0.0141553125280881,"DENND3"
"356","chr16",2083128,2083393,266,"*",3,3.57666056380738e-06,0.00274659935201966,0.0516521772120348,0.00756322701329413,-0.024528185899871,-0.0197485424749564,"SLC9A3R2"
"357","chr7",100859461,100859728,268,"*",3,3.1102838256238e-07,0.00779180556302907,0.0253067751328467,0.00759270509342246,-0.0184427235864821,-0.0129771123665507,"PLOD3"
"358","chr6",25963022,25963187,166,"*",3,1.01798296022554e-05,0.0030414949348648,0.0460215028317377,0.00760571494998263,0.00793404819447794,0.0060461643967177,"TRIM38, SNORA20"
"359","chr12",96389483,96390143,661,"*",6,4.99329504228847e-08,0.00354900468084901,0.050179028842249,0.00764929745314058,-0.0239323800238134,-0.015863649567436,"SNORA9, HAL, snoMe28S-Am2634"
"360","chr20",61314827,61315831,1005,"*",4,1.10599513180748e-08,0.154801801981982,0.00359410591164293,0.00772010955954045,-0.0254784375872268,-0.0107400398528681,"SLCO4A1"
"361","chr10",91091912,91092340,429,"*",2,8.0169231693277e-06,0.00441055266172012,0.0270483561392372,0.00772381683703674,0.0303070721234791,0.0196908517389832,"IFIT3, SNORA17, LIPA"
"362","chr6",166825084,166825479,396,"*",2,1.71242549621901e-05,0.00436707464505335,0.0282149266419234,0.00775381823161851,0.0165727213704098,0.0164018758471143,"RPS6KA2"
"363","chr7",97875259,97875333,75,"*",3,8.42815140085124e-06,0.00716429425698203,0.0265223338301102,0.00778165962171005,-0.0199004000240398,-0.016346943585904,"TECPR1"
"364","chr17",695095,695661,567,"*",4,1.09501391679412e-06,0.00836041070086633,0.0306828219537223,0.00778280472792723,-0.0286578503922454,-0.017711162729509,"RNMTL1"
"365","chr22",43042879,43043270,392,"*",4,1.56497176880683e-06,0.00406724426969132,0.0330317550511276,0.00778588089919942,-0.0156863158011681,-0.012719585340804,"CYB5R3"
"366","chr7",97923799,97923834,36,"*",2,1.50479740283869e-05,0.00424668706764748,0.0311771753976172,0.00778693865253048,-0.0269321064487643,-0.0225998779189517,"BRI3, BAIAP2L1"
"367","chr11",60833378,60833531,154,"*",3,8.89333461968747e-06,0.00401225952258624,0.0263236652596931,0.0078392721925712,0.0234737203366051,0.0163013926753075,"RP11-881M11.8, SNORD43"
"368","chr17",1395864,1396953,1090,"*",7,2.81796357414309e-07,0.00218224636804376,0.0725438857824081,0.00783990177890799,-0.020743005177064,-0.0140949729625823,"MYO1C"
"369","chr1",148241448,148241581,134,"*",2,6.58532992633343e-06,0.00483288060310209,0.0225594236406079,0.00785609551294341,0.00906871079870503,0.00718796919305717,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, SNORA2, U3, SNORA51, SNORA25, RNVU1-14, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA42, SNORA40, SCARNA4, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"370","chr7",101465705,101465759,55,"*",2,1.37556272744162e-05,0.00718985427535672,0.0108551582581407,0.0078640746573411,-0.0227943770813714,-0.0191499642041383,"CUX1, CTA-339C12.1"
"371","chr6",28092119,28092420,302,"*",8,3.80290689725888e-08,0.00302411707248137,0.0679135333187692,0.00788812248288251,0.0095258725544541,0.00424575710604831,"ZSCAN16, ZSCAN16-AS1, SNORA20"
"372","chr19",6271960,6272158,199,"*",3,8.86590982910254e-06,0.0030540184134816,0.0464704527647006,0.00789912098151619,-0.0271725136859381,-0.0174143710890097,"MLLT1"
"373","chr4",185458522,185458775,254,"*",3,6.51120102315241e-06,0.0031243333620659,0.0458706425322217,0.00792419830276217,0.00814006776493648,0.00647269623563399,"RP11-326I11.4"
"374","chr6",32904074,32905320,1247,"*",9,8.31564548731033e-07,0.00339404705562953,0.0792493673479885,0.00793685984014531,-0.0334819563192224,-0.0187912013237246,"SNORA38, HLA-DMB, AL645941.1, XXbac-BPG181M17.5, SNORA20"
